name,x,y
horseradish,6.0468955,5.55773
hot_and_sour_sauce,6.0246735,9.498877
hot_dog,6.2323947,5.247941
hot_pot_base,6.1944823,8.90961
hot_sauce,6.1107154,5.1522717
hpnotiq,0.26349995,5.7381544
huacatay,7.2642865,5.084387
huckleberry,1.4651005,6.3299327
huitlacoche,6.9349947,4.3952723
hummus,5.13503,5.278531
hunan_chopped_chili,6.034489,9.726163
hyacinth_bean,3.5577362,8.835501
iberico_ham,4.5374565,4.8456373
ice,0.8305254,5.6449404
ice_cream,0.9443097,6.2179103
ice_cream_cone,1.0984594,6.939597
ice_jelly,2.3536837,8.385136
ice_plant,4.905051,8.305979
idli,8.24599,6.4944506
indian_gooseberry,8.206901,6.576276
inulin,1.8427341,6.99322
irish_cream,0.6113149,6.5217657
isomalt,1.6471252,7.1939654
isot_pepper,3.8915281,5.482575
italian_dressing,5.7430406,4.4280334
italian_sausage,5.4036975,4.906127
italian_seasoning,5.5538025,4.437972
jackfruit,2.3907268,8.325684
jackfruit_seed,8.148812,6.6501546
jagermeister,0.21600989,5.72746
jaggery,8.135734,6.600341
jalapeno,6.186466,5.4005084
jam,1.6362659,6.2787576
jarlsberg_cheese,5.3064423,4.3046
jasmine_flower,2.609224,8.522723
jasmine_tea,2.1414323,8.304335
jellyfish,6.14129,8.906473
jerk_seasoning,6.5076885,4.85094
jerusalem_artichoke,5.2197647,5.992169
jicama,6.3340416,5.324159
jinhua_ham,4.906661,9.182761
jobs_tears,3.5509803,8.866297
juniper_berry,4.685771,5.6568503
junket,1.2080418,6.902533
kabanos,4.979062,4.956976
kadaifi,2.7260234,5.565113
kaffir_lime,7.6441545,7.9988365
kaffir_lime_leaf,7.5426364,7.967666
kale,5.5350633,5.5115128
kangaroo,6.108317,4.5798182
kapok_flower,3.4164622,8.979422
kashkaval_cheese,3.3510644,5.2122293
kashmiri_chili,8.1407585,6.499213
kasseri_cheese,3.330297,5.2290697
kaya,1.6469345,7.0175314
kaymak,2.7906678,5.5141683
kefalotyri,4.2689066,4.8564396
kefir,2.4510026,6.0398707
kelp,5.768029,8.643948
kencur,7.809788,7.937864
ketchup,6.2822876,5.772523
khmeli_suneli,3.624931,5.8221755
khoya,8.133859,6.592693
kidney,6.5627446,4.2338724
kidney_bean,6.460812,4.8212147
kielbasa,5.8261824,4.855244
kimchi,5.8376894,8.444985
kinako,2.7135026,7.9530935
king_oyster_mushroom,5.931144,8.72574
kirschwasser,0.666665,5.5089965
kissel,1.9941022,6.241316
kiwi,1.2625964,6.0830817
kluwek,7.843313,7.913878
kohlrabi,5.9099755,9.194426
koji,5.4854755,8.050832
kokum,8.154806,6.6000957
komatsuna,5.44605,8.067979
kombu,5.5866385,8.235565
kombucha,1.8010633,8.08904
konjac,5.894437,8.913447
korean_bbq_sauce,5.8105536,9.483901
korean_rice_wine,5.4229984,9.339068
krill,5.4054236,8.910707
kudzu_root,3.5740752,8.924776
kumquat,2.419381,8.454884
kvass,3.0202425,5.879892
la_cam_leaf,2.5510764,8.338594
la_giang_leaf,7.223452,9.069122
labneh,3.1304362,5.329637
lacon,6.675707,5.2211623
ladyfinger,1.109123,6.9405603
laksa_paste,7.1541452,8.21341
lamb,6.388681,6.675201
lambs_quarters,6.0279512,9.899755
langoustine,6.1045446,7.04811
lard,6.456997,8.062862
lavender,1.1362103,5.9266367
lecithin,2.3924184,6.7873073
leek,6.4711485,8.113126
lemon,1.2366283,5.4626904
lemon_balm,0.7435102,5.8534174
lemon_leaf,0.9900115,6.300417
lemon_pepper,5.904731,4.8898687
lemon_verbena,1.0462586,5.9604473
lemongrass,7.334933,8.131682
lentil,5.34267,6.001763
lettuce,6.413484,6.578844
liangpi,5.3907,9.7265625
licorice_root,3.4591045,8.969642
light_soy_sauce,6.3337593,8.552047
lillet,0.22316127,5.4582167
lily_bulb,3.4825823,8.923928
lima_bean,6.0676913,5.168927
lime,1.1652553,5.3460326
limewater,7.159571,7.6529922
limoncello,0.38764194,5.688533
lingonberry,2.1909883,5.9835815
linguica,6.140542,4.8625255
lions_mane_mushroom,4.3836827,9.193243
liqueur,0.80661315,5.568866
liquid_smoke,6.0283046,4.747418
liquor,0.66758287,5.8174605
litsea_cubeba,6.3067093,9.542764
liver,4.8057246,5.624819
loach,6.0213246,9.389081
lobster,6.1154923,7.0902343
loganberry,0.5945697,6.12602
long_pepper,6.2288146,9.404194
longan,3.3680604,8.839704
longaniza,6.9604115,4.3554993
loquat,2.7099195,8.629385
loquat_leaf,3.289933,9.014385
lotus_flower,3.5449758,8.854881
lotus_leaf,4.3898764,9.043097
lotus_root,6.11927,8.63686
lotus_seed,3.3246803,8.833458
lovage,3.8544488,5.5935607
lucuma,1.8670918,7.001239
luffa,5.602376,8.689187
luncheon_meat,5.7778206,8.789621
lychee,2.1985123,8.375143
lye_water,2.9734054,8.112822
mac_khen,6.945645,8.966576
mac_mat_fruit,7.0254416,8.98668
maca,2.3855653,7.0481334
macadamia_nut,1.7809063,7.3656654
mace,1.9582086,5.4784737
mache,4.716841,5.3462095
mackerel,6.2706738,8.101763
madeira_wine,4.764608,5.332022
maggi_seasoning,6.2610507,8.870814
mahi_mahi,6.3633146,5.291607
mahleb,2.9771166,5.4182596
maitake_mushroom,5.4498496,8.401538
mala_sauce,6.2078485,9.172283
malabar_spinach,6.7431946,9.105645
malanga,6.8717003,4.807369
mallow,5.5169063,9.595579
malt,2.3418965,7.883012
malt_vinegar,5.3698545,5.291377
maltose,2.4342408,7.9844165
manchego_cheese,6.5770764,4.59336
mandarin_fish,6.040218,9.483623
mango,1.1611116,5.5634265
mangosteen,2.1990173,8.339686
mantis_shrimp,6.0636635,9.321246
maple_syrup,1.6148373,5.6828113
mapo_tofu_sauce,5.854855,9.761285
maraschino_cherry,0.5754405,5.623385
maraschino_liqueur,0.19606787,5.4339695
margarine,1.1948853,6.718419
marinara_sauce,5.2413263,4.403479
marjoram,5.5851035,5.565602
marlin,5.994013,4.8530645
marmite,5.776691,4.363368
marsala_wine,5.0871534,5.47153
marshmallow,0.924164,6.705279
marzipan,1.2371681,6.9452453
masa_harina,6.583161,4.94216
mascarpone_cheese,1.1615766,6.3630137
masoor_dal,8.182269,6.5777326
mastic,1.7185441,6.3215046
matambre,4.7715755,4.6843076
matcha_powder,2.2244358,7.6264677
matsoni,3.576433,5.774633
matsutake_mushroom,4.8599977,9.200014
matzo,1.7713649,5.5332007
mayonnaise,6.1333995,5.8210278
mead,0.46020922,5.272254
meat,6.430605,7.9740124
meat_extract,4.9984384,4.4956746
meat_floss,2.80823,7.9408092
meat_stock,6.757846,5.269599
meat_tenderizer,6.330943,9.410149
mei_kuei_lu_wine,6.6335073,9.043669
melinjo,7.840064,7.9307294
melon,1.0164464,5.643281
melon_liqueur,0.26181638,5.8054996
melon_seed,2.5331776,7.470756
mentaiko,5.388254,8.192197
mentsuyu,5.4771857,8.017666
merguez,5.27296,4.9914446
meringue,1.3357333,7.190702
mesquite,6.4930716,4.5622344
metaxa,5.99254,5.492777
mettwurst,4.9650455,5.6266036
mezcal,0.19328068,5.400782
microgreen,4.7595387,5.465487
miiuy_croaker,5.8690763,9.887625
milk,1.6652497,6.3682837
milk_bread,3.5077932,5.1690235
milk_chocolate,1.214099,6.5020432
milk_tea,2.2283604,8.154992
milk_tofu,2.4461129,7.9690776
milkfish,7.7856007,7.914844
millet,3.342523,8.547656
milo,1.368606,6.9247756
milt,3.9093478,5.9348235
mincemeat,1.1829473,6.782691
mint,1.2663779,5.431511
mirasol_chile,7.2576995,5.0719204
mirepoix,5.8789105,5.171101
mirin,5.6757097,8.022379
miso,5.74258,8.217063
mitsuba,5.4272046,8.134741
mixed_grains,4.8995013,8.347033
mixed_herbs,5.6608286,5.60595
mixed_seeds,2.4639907,6.6878533
mixed_sprouts,5.2074914,5.8487973
mixed_vegetable,6.314699,8.61018
mizuame,0.8226241,6.7176685
mizuna,5.4911633,7.745411
mocha,0.9393312,6.7720327
mochi,2.2901466,7.7694073
mojo,6.8121543,4.5054946
molasses,1.9422679,5.866039
mole,6.8774605,4.2955503
monk_fruit,3.2108448,8.947024
monkfish,5.889893,6.663755
montasio_cheese,4.7235484,4.632031
monterey_jack_cheese,6.2764425,4.0532207
montreal_steak_seasoning,6.2619276,4.4808564
mopping_sauce,5.896457,4.729749
morel_mushroom,4.9342713,6.457391
moringa,8.1226425,6.673162
mortadella,5.1558647,4.330082
moscatel_wine,0.8996712,6.028215
mountain_pepper,6.2757754,9.71927
mozzarella_cheese,5.896637,5.448181
msg,6.4310203,8.343083
mudfish,5.6860037,9.660187
mudskipper,7.1149774,9.141074
muenster_cheese,5.533892,4.0639005
muffin,5.2795057,4.0618906
mugwort,3.3345585,8.357676
mulato_chile,6.915891,4.29424
mulberry,2.7138286,8.613516
mulberry_leaf,3.571091,8.601346
mullet,5.95099,6.6822295
mulling_spice,0.24510974,5.851117
mung_bean,3.3192153,8.499595
mung_bean_jelly,4.9158297,9.274957
mung_bean_paste,2.5428307,7.843936
mung_bean_starch,5.2331467,9.58085
muscovado_sugar,1.4943681,6.6318827
mushroom,6.012524,5.979842
mushroom_soy_sauce,5.615392,7.5589414
mushroom_stock,5.113527,5.4753437
mussel,6.1155167,7.0053616
mustard,5.9666195,5.7216454
mustard_green,6.117321,8.9202175
mustard_oil,8.202135,6.5410943
mustard_root,5.610796,9.951658
mustard_seed,8.026921,6.640692
mutton,7.689456,7.6297917
myoga,5.1006923,9.555274
myzithra_cheese,4.568969,4.785368
naan,7.536781,6.0752535
nameko_mushroom,5.3283544,9.221836
nanohana,5.4206104,7.928974
napa_cabbage,5.797742,8.711607
narsharab,3.641107,5.723576
nasturtium,4.404055,5.9506674
natto,5.310055,8.23825
navy_bean,5.664055,4.5802884
nduja,5.07356,4.7284117
nectar,1.3302004,6.1510386
nectarine,1.038874,5.8813133
needlefish,5.8961315,9.936175
nerikiri,2.7861605,7.5774083
nettle,3.6351643,5.7525215
neufchatel_cheese,5.220447,3.9676104
new_mexico_chile,6.7565813,4.3024764
nigari,5.1243563,8.355824
nigella_seed,3.293582,5.21681
noodle,6.069922,8.404253
nopal,6.874575,4.294224
nora_chile,6.5414104,5.323026
nori,5.732658,8.319977
nougat,1.105084,6.8329577
nut,1.471182,6.0299163
nut_butter,2.438681,6.9637537
nut_oil,2.909193,6.8598633
nutmeg,1.7781427,5.6957593
nutritional_yeast,5.0105777,6.21529
oat,2.3486655,6.6593394
oat_milk,2.4464562,7.078041
oaxaca_cheese,6.8625736,4.271128
octopus,5.8105907,8.42274
offal,6.4877267,9.10439
oil,6.482126,8.031559
okara_powder,4.9149265,8.632873
okonomiyaki_sauce,5.464981,7.968023
okra,6.6528034,8.567887
olive,5.90814,5.6399097
olive_oil,6.049892,5.8755026
olluco,7.2280216,5.0739822
onion,6.2798567,6.0619063
oolong_tea,2.278768,8.361032
orange,1.1495209,5.5573783
orange_blossom_water,1.5678904,5.900869
orange_liqueur,0.42863792,5.5352573
orange_roughy,5.821883,4.7702813
oregano,6.184652,5.748037
orgeat,0.07037587,5.395196
orris_root,1.4166083,6.1780276
osmanthus_flower,2.7121356,8.609088
osmanthus_wine,3.0241282,8.332022
ouzo,0.21358383,5.8245378
oyster,6.118209,7.4649453
oyster_mushroom,5.870463,8.852741
oyster_sauce,6.3625784,8.519573
pacific_saury,5.856519,8.431013
padron_pepper,5.798454,5.1871047
paederia_foetida,3.3047676,8.343929
pagoda_tree_flower,5.110558,8.949304
palm_oil,3.134188,6.9129333
palm_seed,2.240095,8.262658
palm_sugar,7.672399,7.9406967
pan_drippings,5.530921,5.0744114
panang_curry_paste,5.877892,7.545255
pancake,2.2994397,6.336903
pancetta,5.2153006,5.1998105
panch_phoran,8.179148,6.54888
pandan_leaf,2.5067124,8.372208
paneer,8.081917,6.5125227
panela_cheese,6.909372,4.262897
panettone,0.6551331,6.21605
pangasius,3.747075,5.848526
papad,7.777421,6.2750797
papaya,2.5512965,8.455603
papaya_leaf,7.827587,7.9137263
paprika,6.193532,5.7039595
paratha,3.4376423,7.584954
parmesan_cheese,5.9139643,5.864953
parsley,5.9656157,5.844873
parsley_root,4.6171384,5.262671
parsnip,5.4101486,5.691755
partridge,4.3053703,9.208524
pasilla_chile,6.898268,4.253158
passion_fruit,1.0431732,5.6207647
pasta,6.020315,5.8736534
pasta_sauce,5.4307866,4.3407836
pastila,1.9862884,6.225434
pastis,0.7639682,5.191155
pastrami,3.5340881,5.1931777
pastry,1.9385839,6.3154693
pate,3.708015,5.790636
pea,6.2028556,6.3887706
pea_shoot,5.4605865,8.595658
peach,1.1074085,5.7147317
peach_gum,2.8739803,8.739703
peanut,6.42249,8.153583
peanut_butter,1.3031282,6.5079417
peanut_oil,6.391338,8.364606
peanut_sauce,6.97998,8.440725
pear,1.3368881,5.5921016
pearl_mushroom,5.1988454,9.390307
pecan,1.457831,6.2553077
pecorino_cheese,4.948722,4.8461094
pectin,0.96907294,6.0762053
pennywort,7.2316265,8.942506
peperomia_pellucida,7.1562343,8.808815
pepino_melon,3.5987804,8.6452055
peppadew_pepper,5.3926024,5.0584993
pepper_jelly,5.944834,4.856936
peppercorn_sauce,4.8418713,4.741243
peppermint,1.0190182,6.66876
pepperoncini,5.456684,4.504739
pepperoni,5.3861403,4.289196
perch,7.294927,8.992183
perilla,5.825284,8.324283
perilla_oil,5.4283395,8.786349
periwinkle,5.9864564,9.640242
persimmon,1.5313883,5.6916757
pesto,5.284236,5.061964
petai_bean,7.7660356,7.921877
petis,7.826965,7.9278173
pheasant,5.3861823,5.1438484
phyllo_dough,3.12142,5.24993
picada,7.288999,5.06706
pickapeppa_sauce,6.191738,4.6499796
pickle_juice,5.880384,4.2543616
pickle_relish,5.888703,4.1253643
pickled_cucumber,6.082625,5.700736
pickled_ginger,6.383133,9.298188
pickled_mustard_green,6.1974688,8.98941
pickled_onion,4.5864143,5.486078
pickled_radish,5.9412265,8.906864
pickled_sakura_blossom,2.0745368,7.944766
pickled_vegetable,6.000784,9.103502
pickling_spice,5.830088,4.5917196
pie_crust,1.1172011,6.577753
pie_filling,1.0042535,6.782102
pigeon,4.2932663,9.148631
pigeon_egg,4.699316,9.217832
pigeon_pea,6.768517,4.7505703
pike,5.6548343,6.354884
piloncillo,1.9751563,5.4225183
pimento,5.8896174,4.230518
pina_colada_mix,0.46006247,6.1543756
pine_nut,4.570632,5.6080217
pine_pollen,3.2275379,8.286228
pineapple,0.9609585,5.6517386
pink_pepper,3.9235268,5.960708
pink_sauce,4.9958267,4.9889836
pinto_bean,6.586289,4.3644314
pionono,2.628253,5.9884057
piquante_sauce,6.3480005,4.162095
piquillo_pepper,5.1689963,5.036549
piri_piri,5.7598653,4.556442
pisco,0.18814838,5.3610516
pistachio,1.5133483,5.9001617
pistachio_oil,4.3767643,5.490366
pita_bread,5.4172797,5.0623207
pizza_crust,5.5571666,4.178178
pizza_sauce,5.5594463,4.1778846
plant_based_cheese,5.1053567,6.1172447
plant_based_cream,1.5265405,6.18288
plant_based_ham,5.459613,9.276525
plant_based_milk,2.5245767,6.910522
plantain,6.8574057,4.549221
plum,1.49692,5.8776517
plum_sauce,6.2314243,8.531824
plum_wine,4.917073,9.159949
pluot,1.0653685,6.1987386
poblano_pepper,6.658891,4.4328055
pokeweed,6.075413,4.9633265
polenta,5.3855023,4.828786
pollock,5.341389,7.373548
pomegranate,1.2720718,5.611737
pomegranate_molasses,4.1648836,5.60902
pomelo,2.3934572,8.428717
pomfret,6.166025,9.287448
pompano,6.451885,5.5750995
ponzu,5.5139847,7.8701587
poolish,2.1355612,7.001164
poppy_seed,2.3454154,6.2720766
porcini_mushroom,4.9354124,5.628488
pork,6.330698,8.08769
pork_stock,5.81513,9.381116
port_wine,0.9303598,5.158242
portobello_mushroom,5.3085594,4.9886255
potato,6.284657,6.2200556
poultry_seasoning,5.603173,4.6212516
praline,0.95546955,6.74817
preserved_cabbage,5.5387664,9.550053
preserved_lemon,4.7476473,6.5577936
preserved_plum,2.9514356,8.769805
pretzel,1.0330238,6.692263
prickly_pear,2.6653266,7.724734
prosciutto,5.2403045,4.6591306
prosecco,0.27688965,5.5622196
provolone_cheese,5.2813478,4.374223
prune,1.9488049,5.965043
psyllium_husk,2.2620006,7.284798
pu_erh_tea,2.5785308,8.541448
pudding,0.99775136,6.9124165
puff_pastry,1.9542669,6.395208
puffer_fish,5.9017124,9.876931
pumpkin,1.8044924,6.5081563
pumpkin_leaf,5.0369215,8.795624
pumpkin_pie_spice,1.1714598,6.6852317
pumpkin_seed,2.6159348,6.7050147
pumpkin_seed_oil,4.407888,5.8200617
punch,1.3111235,7.121265
purple_gynura,5.7646546,9.663905
purple_sweet_potato,2.4165313,7.779075
purple_yam,3.8462205,8.679574
purslane,3.4119344,5.407674
puzi_leaf,3.50081,8.483086
qingbu_liang,4.3195186,9.299509
qingjiang_fish,6.0934796,9.587104
qingtou_mushroom,5.220951,9.566797
quail,4.9862485,6.3235636
quail_egg,5.765479,8.757836
quark,1.1818689,6.1869884
queso_anejo,6.891618,4.2870502
queso_blanco,6.7824974,4.267214
queso_fresco,6.8581085,4.422957
quince,2.3557122,5.7795634
quince_paste,2.4149625,5.69589
quinoa,4.7828407,6.276151
quorn,6.059126,4.559125
rabbit,5.585692,6.2911105
raclette_cheese,4.878434,4.737677
radicchio,4.997702,5.3495955
radish,6.1816063,8.176302
radish_cake,5.4424853,8.8502445
ragi,8.176734,6.549396
raisin,1.6305225,5.795923
raita,7.745389,6.247647
rakkyo,5.9899044,9.717688
rambutan,1.6201575,7.813606
ramen_noodle,5.7714972,8.220516
ramp,5.2972875,4.866732
ranch_dressing,5.917218,4.128454
rapeseed,5.326719,9.154315
ras_el_hanout,4.513758,5.6966267
raspberry,1.087107,5.723821
ravioli,5.0438824,4.548901
ray,7.8183465,7.951988
razor_clam,5.9433436,9.14289
red_bean,3.1934104,8.441707
red_bean_paste,2.5739515,7.923251
red_currant,1.9913211,5.7131963
red_curry_paste,7.246911,8.169138
red_date,3.411389,8.851331
red_drum,6.0270095,4.6514506
red_hots,0.7441878,6.713068
red_leicester_cheese,5.1272173,4.3963113
red_onion,6.1354938,5.7126846
red_pepper,5.9827304,5.6348763
red_rice,3.5421002,8.645627
red_snapper,6.1820493,5.4141607
red_wine,5.6885734,5.8205566
red_wine_vinegar,5.873834,5.630992
red_yeast,2.5300262,7.876807
reed_leaf,4.3806243,8.815717
refried_beans,6.636234,4.136625
remoulade_sauce,5.9661245,4.6751566
rhubarb,1.0697793,5.948434
rice,6.360321,7.0475783
rice_bran_oil,5.3803186,8.436453
rice_cake,6.011533,8.653379
rice_milk,2.4747787,6.7623096
rice_noodle,6.5234103,8.85383
rice_paddy_herb,7.216452,9.020435
rice_paper,7.1302667,8.8553095
rice_tofu,5.8974223,9.702162
rice_vinegar,6.098793,8.179473
rice_wine,6.296701,8.443613
ricotta_cheese,2.569326,5.3438077
ricotta_salata,4.8036366,4.970873
robiola_cheese,4.717201,4.7750063
rock_sugar,3.3636265,8.946508
rock_tripe,5.7415056,9.808928
rockfish,6.0692596,5.1541843
rocoto_pepper,7.293898,5.1005564
romanesco,4.924685,6.5388484
romano_cheese,5.1647353,4.4581757
romesco_sauce,6.5279956,5.2952766
rompope,1.3385623,6.811625
rooibos_tea,1.7427902,6.9767385
root_beer,0.45488125,6.2501764
roquefort_cheese,4.6890445,4.9539313
rose_syrup,1.6789403,7.530471
rose_wine,0.41059852,5.5703864
rosehip,1.7420218,7.4182825
rosemary,5.746044,5.834152
rosewater,2.4018462,8.0124235
roti,3.4065642,7.562672
rouille,5.604684,5.4849386
roux,6.0332355,4.783624
rowan_berry,2.3756654,5.947483
royal_icing,1.1636114,7.023122
rum,0.7544353,5.574897
rusk,1.0832877,6.5270104
rutabaga,6.151483,4.755689
ryazhenka,2.3737373,6.16501
rye,2.4405253,6.735896
rye_bread,5.6362944,4.2323146
sachima,1.8406936,7.37388
safflower,4.8473315,6.363156
safflower_oil,4.9030805,6.0085316
saffron,5.960238,6.1912646
sage,5.5546594,5.6032853
sago,2.3730578,8.265468
sake,5.6700816,8.076841
salad_cream,5.5319166,4.3407483
salad_dressing,5.980158,4.015007
salad_greens,5.3164835,5.7428083
salam_leaf,7.777167,7.9059916
salami,5.188497,4.563679
salep,2.1102014,6.0890174
salmon,6.0719604,7.3909464
salmon_roe,5.1924233,7.5984282
salsa,6.5447993,4.128589
salsa_verde,6.581993,4.0762463
salsify,4.91294,5.5051975
salt,6.5400667,7.5286136
salt_cod,5.308922,5.29158
salt_pork,5.571077,8.990777
salted_duck_egg,3.298353,8.271246
sambal,7.825718,7.919014
sambal_oelek,7.0593185,8.2197
sambar_powder,8.19335,6.583739
sambuca,0.26556137,5.7561193
sand_ginger,6.3833647,9.086532
sand_worm,4.181258,9.249189
sangria,0.35253435,5.778383
sansho_pepper,5.5531945,7.9077477
sanzi,5.2132487,9.660604
sardine,5.957703,6.8760967
saskatoon_berry,1.572282,6.2360444
sau_fruit,7.2536774,9.079497
sauerkraut,5.6839232,5.425963
sausage,6.428809,6.210606
sauternes,5.5998383,4.8572054
savory,4.2122393,5.4785933
sazon,6.774369,4.610532
scad,7.1047654,8.986486
scallion,6.438177,8.265991
scallion_oil,5.717058,9.161004
scallop,6.1283193,7.457517
scamorza,5.0327964,4.635441
schisandra_berry,3.3329103,8.978227
schnapps,0.28542843,5.7556906
scotch_bonnet_pepper,6.712853,4.901674
sea_bass,6.266647,8.00591
sea_bream,6.077996,9.729488
sea_buckthorn,2.1262455,6.247763
sea_coconut,3.7187524,9.063273
sea_cucumber,4.63901,9.155243
sea_grape,5.587467,9.601328
sea_hare,5.83578,9.70732
sea_lettuce,5.6886373,9.865668
sea_moss,5.324463,9.114055
sea_snail,5.404783,9.26808
sea_urchin,5.377072,9.007339
seafood,6.048254,8.273723
seafood_sauce,6.1106114,9.175807
seafood_seasoning,5.400246,7.348324
seafood_stock,5.972406,6.7165375
seasoning_sauce,6.3720794,9.042626
seaweed,5.4168797,8.627769
semolina,2.4514177,6.078999
senbei,5.3603587,9.166847
serrano_ham,6.4660664,5.173202
serrano_pepper,6.2396526,5.459611
sesame_oil,6.239582,8.287327
sesame_paste,5.905866,8.968975
sesame_seed,6.175736,8.240122
sev,8.15218,6.563575
shacha_sauce,6.5323725,9.02773
shallot,6.608002,7.0432625
shaobing,5.328593,9.832533
shaoxing_wine,6.4006734,8.58427
shark,4.7009344,9.3300085
shark_fin,4.9135437,9.278967
shellfish,6.2615933,9.161599
shepherds_purse,5.4562774,9.114181
sherbet,0.29073766,5.8212733
sherry,5.739691,5.81892
sherry_vinegar,5.409859,5.718984
shichimi_togarashi,5.4859843,8.154684
shiitake_mushroom,6.139098,8.284171
shio_koji,6.197671,9.557867
shirasu,5.427981,7.909531
shirataki_noodle,5.666478,7.52731
shochu,5.437264,7.9685497
shortcake,0.8292442,6.646677
shortening,1.3831334,6.5380397
shrimp,6.2126546,7.5434804
shrimp_mushroom,6.168663,9.688269
shrimp_paste,7.2955794,8.211957
sichuan_peppercorn,6.276076,8.65835
silkworm_pupa,6.0400457,9.873084
simit,3.384778,5.2190824
skate,5.484627,6.712589
smelt,4.0082374,5.867218
smoked_cheese,3.7776358,5.666476
smoked_meat,5.516101,9.17165
smoked_paprika,5.493688,5.137835
smoked_salmon,5.2825265,6.05309
smoked_salt,6.1833024,4.382799
snail,6.2897468,9.314292
snail_rice_noodle,5.6509356,9.158476
snake,4.3338523,9.2708025
snake_gourd,8.1230755,6.6864734
snakehead_fish,6.5389376,9.217628
snow_fungus,3.146263,8.844013
snow_pea,5.990559,7.7997284
snow_vegetable,5.980853,9.160835
sobrasada,4.392634,5.0947104
sofrito,6.728034,4.841625
soju,5.3054914,9.3287115
sole,6.1078815,9.053765
somen_noodle,5.6144023,7.8008857
soppressata,4.903779,4.4854894
sorghum,2.404456,6.999305
sorghum_syrup,2.2412522,5.432274
sorrel,3.8673124,5.6937737
sour_bamboo_shoot,6.557647,8.995013
sour_broth,6.2375827,9.54118
sour_cream,2.2519171,6.0345445
sour_mix,0.23847903,5.7509255
soursop,1.5743253,7.705572
southern_comfort,0.38111666,5.8974667
soy_milk,2.483015,7.0654902
soy_protein_isolate,2.4283705,7.0110836
soy_sauce,6.4244604,8.225968
soy_yogurt,2.6142652,6.8173532
soybean,3.40526,8.679881
soybean_oil,5.130179,8.777646
soybean_paste,6.360572,8.822853
soybean_sprout,6.031582,9.031584
spaetzle,5.5497947,5.4215846
sparkling_water,0.8576877,5.6236634
sparkling_wine,0.21771652,5.897643
speck,5.3422127,5.533053
speculoos_cookie,0.98166525,6.923313
spelt,2.5596077,6.876971
spice_mix,6.5480137,8.557521
spinach,5.8148565,6.0327363
spirulina,2.465899,7.0445976
sponge_cake,1.3009396,7.1307664
sprat,3.616273,5.8206916
spring_roll,5.800867,7.5712867
spring_roll_wrapper,6.838666,8.535561
sprinkles,1.0461227,6.7625747
squash,5.3933406,6.004875
squash_blossom,6.856447,9.117425
squid,6.1550484,8.10378
squid_ink,5.9214993,8.668315
squirrel,6.005498,4.6251106
sriracha,5.2451863,6.338718
ssamjang,5.466909,9.639844
star_anise,6.4504204,8.542779
starch,6.4685416,8.504707
starfruit,7.327655,8.777427
steak_sauce,6.006652,4.7800517
steamed_bun,5.448169,9.043699
stevia,2.4389565,6.7501054
stilton_cheese,4.5813,5.1526895
stinky_mandarin_fish,5.9263535,10.042776
stinky_tofu,6.1102066,9.345736
stir_fry_sauce,6.631316,8.58368
stout,1.397397,6.6058993
stracchino_cheese,4.632066,4.5861998
straw_mushroom,5.3445005,8.965837
strawberry,1.1090572,5.767114
strega_liqueur,0.123120725,5.438171
sturgeon,6.3206186,9.575386
sucuk,3.3823135,5.2116804
suet,3.058621,5.6088495
sugar,1.5258211,6.360519
sugar_snap_pea,5.5991464,7.0213675
sugarcane,2.5348547,8.041247
sukiyaki_sauce,5.36004,9.074558
sulguni_cheese,3.6012468,5.8069196
sumac,4.185485,5.625351
summer_sausage,5.839029,4.2008357
sun_dried_tomato,4.12041,5.4439316
sunfish,5.856738,9.624798
sunflower_oil,7.746635,6.639889
sunflower_seed,2.5575404,6.5973015
superior_stock,5.0617876,9.31066
sushi_vinegar,5.403884,8.350587
sushki,3.589292,5.744738
sweet_and_sour_sauce,6.5698338,9.113577
sweet_bean_sauce,6.2546654,8.908385
sweet_chili_sauce,6.1815653,8.431793
sweet_potato,2.9084659,8.003487
sweet_potato_leaf,6.407237,9.221155
sweet_potato_starch,5.980996,8.876588
sweet_preserved_mustard_green,5.8874383,10.017109
sweet_roll,5.49834,4.8169656
sweet_soy_sauce,7.7523756,7.8999524
sweet_vermouth,0.18501775,5.454565
sweetbread,5.0030756,5.042663
swiss_chard,5.666532,5.39795
swiss_cheese,5.645192,4.1837583
swiss_roll,1.4218116,7.2953477
sword_bean,5.875453,9.098775
swordfish,6.3490148,5.3630877
syrup,1.0704199,5.715754
ta_cai,5.4682603,9.62387
tabasco_pepper,6.08542,4.951006
taco_sauce,6.3085327,4.061549
taco_seasoning,6.4671893,4.026223
taco_shell,6.47379,4.064832
tahini,3.5402155,5.33564
tajin,6.926041,4.485442
taleggio_cheese,4.733749,4.6448727
tallow,5.6381273,7.360916
tamale,6.610575,4.0548587
tamari,5.017547,6.243693
tamarillo,5.994448,9.630589
tamarind,7.526419,7.695213
tandoori_masala,7.741573,6.2564187
tangelo,1.3607016,5.7925315
tangerine,1.0118302,5.80837
tapenade,5.2668476,4.652874
tapioca,2.3434315,8.128325
tapioca_pearl,2.0676844,8.006391
tarako,5.3330245,7.810692
tarhana,3.4228754,5.1752286
taro,3.5785325,8.5120325
taro_stem,7.1170487,9.1426
tarragon,5.7958145,5.748024
tartar_sauce,6.0047264,4.483981
tasso,5.9986725,4.7892776
